row_index,model,prompt,response,fluency,code_mixing_naturalness,hindi_grammar,prompt_adherence,spelling_consistency,overall,judge_model,judge_prompt_attempt,raw_judge_output
10,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
guys did someone noticed jaise host ne shamita k against bola everyone was running after abhijeet to comfort him ,agar yhi shamita ko support karta toh unka reaction alag hota apne toh apne hote hain luv u rajiv","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
11,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
Shukar hai november dump se jaan choti","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,5,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 5
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
12,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
😂😂 mere aaj tak 2-3 shows cancel hone se bache hai aise ki na koi a hi jaata hai","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,5,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 5
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
13,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
😂😂😂.. Khi is chakkar me mere or bhai behan na aa jaye 😔😁","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,5,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 5
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
14,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
Photoshopped or not, the time rhymes with his personal philosophy. Lemme explain. Ek Tera kay saamne khada hai Mai Mera. See the logic now ?","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
15,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
life is a solo mission! the journey you walk is truly on you, chose wisely and what feels best for you!💜","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",4,5,4,3,4,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 4,
  ""code_mixing_naturalness"": 5,
  ""hindi_grammar"": 4,
  ""prompt_adherence"": 3,
  ""spelling_consistency"": 4,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4"
16,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
inke liye bhakt rakhte hai na vert !","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,5,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 5
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
17,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
executive uddin global times news agency european organizations 🇵🇰🇩🇪🇮🇹🇪🇺 03/12/2021 kalam-e-waqt rahim yar khan...... no: 0039-3498050065","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
18,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
Accha to aj announcement kri h apne","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,5,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 5
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
19,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
Lol. Sad rap. Emo Bharath 🔪🔪🔪","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
20,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
thode din aur rook jau ek banda safed bal aur dadi bada raha wo sayad india ka jesus hoga","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
21,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
jinki gandi or neech soch ye kehti h...ki pyar sirf ek type ka hota h...please wo unfollow/block maaro mujhe ..or dafa ho jao!!🙏🙏","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
22,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
MY J-WAVE : ® © ROTH BART BARON","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,5,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 5
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
23,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
ab sei bata raha hei k agli baar agar government aye tu kuch nahi hoga banks mei but pakistan ki economy pehle sei ab behtar hei , chorr pehle sei plain bana raha hei , kabhi tum ku nahi denge charli .","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
24,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
bohat slow movie hai, and aaj ki generation itna slow accept nahi karegi. sorry ranveer and kabir.","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
25,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
Alexa: Sab mile hue hai ji.","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,5,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 5
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
26,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
congress govt. vote k waqt ye hi bolti h phir bhul jati h vote lekr rajasthan m bhi to yahi kiya per u.p wale rajasthan walo ki halat dekh rahe h wo is m nahi aayege","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
27,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
tumne picture post ki h kyaa 😭😭 tumhare liye nhi h 😡👎","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
28,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
tum ye galatfahmi nikal lo ki tum apne bap boote hindu ho. bhaiya tumhare to ram mandir ki tak nahi thi thi jab tak sangh aur vhp ne whistle blow nahi ki. apne leader ko gali dene se pehle jaan lo vo hai koun . aapko sangh ka abcd nahi malum aur aaye hai.","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,3,3,3,3,3,allenai/OLMo-2-0425-1B-Instruct,2,"{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 3,
  ""hindi_grammar"": 3,
  ""prompt_adherence"": 3,
  ""spelling_consistency"": 3,
  ""overall"": 3
}"
29,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
kuch bhi poulomi ke tweets dekh kar sad ho gaye that s why i am sad now","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
30,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
ha kuri mam ko bhi nhi dekhne dena wo kuch bhi dekhte hai. kuch bhi like krte hai mujhe achha nhi lgta dekh kr. love beyond boundaries","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
31,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
Sahi h..private krne se koi jo follow krta h wo b retweet nhi kr skta?","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
32,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
mudha to itna tha bhi nhi jitna es ne bna diya yr ska or dost enka dono ki soch bhut ghatiya hea yr gatar brain etni ghtiya soch ki ladki ajj tak nhi dekhi pta nhi kha se utha laye kachre ko","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
33,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
Le paradis se sous les de ma mre","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,5,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 5
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
34,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
shud believe in his first instincts,he is right in sensing the vibes around him. &amp; not get emo-weak by his attention seeker frnd saying-tu zaada soch raha hai-bohot over-think raha hai kk tu sahi hai, baat khatam . never mess with karan","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
35,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
ego nahi thread reply kehte hai usey","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,4,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 4
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
36,Phi-3.5-mini,"Respond naturally to the following real Hinglish dataset utterance. Preserve the intended meaning, use natural Hindi-English code-mixing, and avoid unnecessary English-only or Hindi-only rewriting.

Source utterance:
Just listen and feel proud that we are paying taxes Hai kisi party to ise to hara sake","[GENERATION_ERROR] AttributeError(""'DynamicCache' object has no attribute 'seen_tokens'"")",3,4,5,4,5,5,allenai/OLMo-2-0425-1B-Instruct,,"Here is an example JSON object for reference:
```json
{
  ""fluency"": 3,
  ""code_mixing_naturalness"": 4,
  ""hindi_grammar"": 5,
  ""prompt_adherence"": 4,
  ""spelling_consistency"": 5,
  ""overall"": 5
}
```

```json
{
  ""fluency"": 2,
  ""code_mixing_naturalness"": 3"
