model,prompt,response,total_tokens,hindi_tokens,english_tokens,hindi_ratio,english_ratio,CMI,M_index,SyMCoM,switches
hinggpt,Write a glowing review of a saree you bought online for your mother. Use Hinglish.,"You ' re not getting the attention you need to be in your house . If you want to be successful , you should just stick to it . It is what it means . In other words , we don ' t want to see you going . I am not interested to know you . If there ' s anything to do with this , please DM me . I will give you a chance . Thank you . 🙏 🥺 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏 🙏",67,9,58,0.13432835820895522,0.8656716417910447,13.432835820895528,0.13432835820895528,0.24242424242424243,16
hinggpt,Review a budget-friendly gym in your area for Google Maps. Use Hinglish.,"Hone your skills , build your own space and be the best at it . Click to order : i love you too , but you are not alone . this is why we are not together and thats what we want . queen of hearts bhai ka birthday hai salman khan bday month ye to sabse badi galti nikli ki asim ne usko itna fame diya aur umar ko hi support kar rahe ho ! shame on asim riaz shame on asim riaz nalla host one man show umar nation loves asim stop defaming doctor umar roar like sher umar tum logon ko pata hai ki nahi ki hum log tumhari tarah nahi hai jo har baat par hindu muslim karne aajate hai kabhi kabhi lagta hai",121,27,94,0.2231404958677686,0.7768595041322314,22.314049586776864,0.22314049586776863,0.25833333333333336,31
hinggpt,Tell a short story about a street dog who becomes the hero of a neighbourhood. Write it in Hinglish.,"The guy is trying to be the victim of a mere car nage . He is the one who does not have faith in Guru ' s word , is not a devotee . Jagat Guru Sant Rampal Ji Maharaj . Must watch Sadhna tv 7 : 30pm ( IST ). 🌳 🌲 🌸 🌺 🥀 🌷 🌷 🌸 🌺 🥀 🌷 🥀 🌷 🥀 🌷 🌼 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🌷 🌷 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🌷 🥀 🌷 🌷 🥀 🌷 🥀 🌷 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🌷 🌷 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🥀 🌷 🌷 🥀 🌷 🥀 🌷 🌷 🥀 🌷 🥀 🌷 🥀",42,5,37,0.11904761904761904,0.8809523809523809,11.904761904761907,0.11904761904761907,0.21951219512195122,9
hinggpt,Describe your first day at a new college in the form of a short story. Use Hinglish.,"Hone your skills , and you will be able to see how you can get started with a new book . Book your tee time here : - ® ® , ® ® ® , ® ® , ® ® ® ® ® ® , ® ® ® ®® ® ® ® ® ® ® ® ® ® , , ® ® ® ® , ® ? ® ® ® ® ? ® , ? ? ® ? ® ® ® ? ® ® ® ® ® ® ? ® ? ® ? ? ? ? ® ? ® ® ? ® ? ® ? ? ® ® ? ® ? ® ? ® ? ® ? ® ? ? ® ? ? ® ? ® ? ®",24,1,23,0.041666666666666664,0.9583333333333334,4.1666666666666625,0.04166666666666663,0.08695652173913043,2
hinggpt,Write a short spooky story set in an old haveli in Rajasthan. Use Hinglish.,"Then it is done . Then there is the one who says ' hum to tere baap hai ' . Is it really necessary ? No doubt , but it is just a game . It is not a game . Its a game . Stop playing your own game . You have nothing to do with the game . You are not worth it . Not worth it . Stay strong . You are doing the best . You are doing the best . I am proud of you . Stay strong . Allah bless you ! Love u . Have a good day ! 😊 🤗 ♥ 🙏 💖 😘 💕 💝 💞 💕 💗 💕 💕 💓 💕 💘 💓 💘 💖 💘 💖 💓",85,9,76,0.10588235294117647,0.8941176470588236,10.588235294117643,0.10588235294117643,0.16666666666666666,14
hinggpt,Tell a funny story about a wedding where everything went wrong but everyone had fun. Use Hinglish.,"But no one is bothered about it , so there are many more reasons to watch it . It ' s all about being in a relationship with a man and not going for a sex guru or any other purpose . You have to accept that you know the way you do . And if you want to talk about the person he loves , just leave . In front of me . This is how you treat women . Not me . I don ' t care what you say . You can ' t even speak about the woman who doesn ' t like their women . So you call yourself a misogynist . Get your facts straight . You are a misogynist ! You",110,9,101,0.08181818181818182,0.9181818181818182,8.18181818181818,0.08181818181818179,0.1651376146788991,18
hinggpt,Give advice to someone who wants to start learning coding but has no background in it. Use Hinglish.,"Learn the skill that you can hone and learn from them , try to be a better person and keep your skills as a motivation . Learn more about how you can build your writing and how you can make your work . And read more at : - Y no me har dao ir a as ? - As cmo ? - Sin una bir ra . - As sin gan as . - As de la familia . - As sin ti . ye log sirf apne agenda chala rahe hai aur kuch nahi inko kya farak padta hai ki ye sab se inke ko fark padega ki inke liye sarkar kya karti hai .. inki aukat kya hai . hum ek dusre ko follow karte",110,23,87,0.20909090909090908,0.7909090909090909,20.90909090909091,0.2090909090909091,0.29357798165137616,32
hinggpt,Someone asks: 'Long distance relationship mein kya karna chahiye?' Give friendly advice in Hinglish.,"We can do it ! I am sure they will handle it better , and I hope they do better with time . ( 1 / 2 ) I love how he gets older . And I love his hair . He has a big heart . But he has a great personality . Im so sorry for your loss . Im just sad . Ill never see him again again . He is very very strong and he loves us . You dont need to worry about that . He is the most deserving of all . He is our hero . Love you Bhai . Take care . Stay healthy . Stay safe . Ameen . God bless you . 🙏 🤗 ♥ 🙏 🕉 🙏",97,4,93,0.041237113402061855,0.9587628865979382,4.123711340206182,0.04123711340206182,0.08333333333333333,8
hinggpt,Give your opinion on whether students should take a gap year. Use Hinglish.,"We are in the process of creating that exam iner ary for students to learn from each and every step of life . A / C - 1 . 5 years se hum padh rahe hai , exam nahi hota hai , ab toh kuch bacha hi nahi hai . We can ' t wait anymore . So don ' t waste our time . We don ' t want any more delay . We want offline exam as soon as possible . Thank you . ^ S . G . . ( ^ 2 ) we love you faisu . . keep shining 🌟 . keep rocking . . . . . . . . . . . . . . . . . . . .",79,12,67,0.1518987341772152,0.8481012658227848,15.189873417721522,0.15189873417721522,0.20512820512820512,16
hinggpt,A friend wants to start a small food stall business. Give them practical advice in Hinglish.,"If you want to learn something , they can learn from the experience . I would like to thank Dr . Kal ' tsit for your help . And she will share with me too ! ( 2 / 3 ) ( 1 ) aise hi hota hai .. har baar .. kuch na kuch problem ho jati hai .. but phir bhi ye sab chalta rehta hai .. so better hai apna time ayega .. don ' t take it lightly .. 😊 👍 🙌 🙏 👍 😊😊 🙏🙏 🇮🇳🇮🇳 🙏🙏 jai shree ram 🙏 🚩🚩 🚩 🙏 🙏🚩 🇮🇳 🙏🏻 🇮🇳 🙏🏼 🕉 🙏 jai hind 🙏 jai shree ram 🙏 🙏 🇮🇳🙏 💐 🙏 🇮🇳🙏 🙏 🇮🇳 🇮🇳 🙏 🙏 🇮🇳 🙏 🙏 🙏 🇮🇳🇮🇳🇮🇳",70,13,57,0.18571428571428572,0.8142857142857143,18.571428571428573,0.18571428571428572,0.3188405797101449,22
hinggpt,Someone asks how to reduce mobile screen time. Answer with practical tips in Hinglish.,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,0,0,0,0.0,0.0,0.0,0.0,0.0,0
hinggpt,"You are a customer support agent. A customer writes: 'Mera order 5 din se nahi aaya, kya problem hai?' Respond professionally in Hinglish.",I will get back to you by the time it comes back to you . The company will be able to provide you with the best of your services . ^ J N K S BS - Co ok s . Good morning Bhai 😊 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 💖 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌞 🌅 🌅 🌅 🙏🙏🙏 🌞 💖 🙏🙏 🌻 🙏 🤗 😊😊 🙏🙏 🙏🙏 🤗 🙏 🌴 🙏 🙏🙏 🌹🌹 🙏🙏 🌻 🙏 🌴 🙏 🙏 🙏 🙏 🌴 🙏 👍 🌳 🌲 🌸 🌺 🙏 🌴 🙏 🍁 🙏🙏 🌹🌹 🙏🙏 🌷🌷 🙏 🌴 🙏 🌴 🌴 🌳🌳 🌳 🙏 🙏 🌴 🙏 🌴 🌴,39,6,33,0.15384615384615385,0.8461538461538461,15.384615384615385,0.15384615384615385,0.3157894736842105,12
hinggpt,You are a support agent for a bank. A customer asks how to activate their new debit card. Explain in Hinglish.,"One of the worst bank service provider is , they don ' t have any other option . I want to know what is the issue ? How can you do this to customers . Please help us . Thanks ! ^ KAL . ^ J EN . ^ OS . ^ EK . ^ O . ^ R V . ^ SA M - E - N RI . ^ S US HANT . CBI Know s SSR Mur der Truth And He S US HANT SING LE Truth Sushant Singh Rajput . Justice For Disha salian Ji . Justice For Sushant Singh Rajput . Justice For Sushant Singh Rajput . Justice For Bapu ji . Justice For Sushant Now . Justice For Sushant Singh Rajput .",96,6,90,0.0625,0.9375,6.25,0.0625,0.12631578947368421,12
hinggpt,You are a support agent for a telecom provider. Respond to a customer angry about unexpected data charges. Use Hinglish.,"The issue is that this doesn ' t work . If you have the details , do it . We will deliver a great bill and get them back to you . Please allow us some time ! - P ues ted by PM Narendra Modi at ghat in Varanasi , Uttar Pradesh . _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® _ ® ® _ ® _ ® _ ® ® ® ® ® ® ? Sant Rampal Ji Maharaj YouTube Channel Visit kre aur apne channel pr b share kre .. taaki apki trp ki umeed",65,6,59,0.09230769230769231,0.9076923076923077,9.230769230769232,0.09230769230769231,0.171875,11
hinggpt,Write a witty one-line caption for a photo of a cluttered desk at 2 AM during deadline week. Use Hinglish.,"( Though ts ) ( It ' s not a mere coincidence , but the rest is a fact ). The very least you can do is get your facts right . It is an old pic of the first day in my life where I see people getting offended . I mean , just be a little bit careful , and do it all . :) ) ... ! ) / .. / ) / / ) / / / : / ) / / : / / : / : / / / / : / / / : / / : / / : / / / : / / : / / : / / : / : / / : / / :",55,6,49,0.10909090909090909,0.8909090909090909,10.909090909090914,0.10909090909090913,0.2222222222222222,12
hinggpt,Write a funny caption about the struggles of eating spicy food when you have a low spice tolerance. Use Hinglish.,"Then , do what you can to eat , go out and go home . Then , take your piss off and get in trouble . I will do it again . :-) . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .",26,3,23,0.11538461538461539,0.8846153846153846,11.538461538461542,0.11538461538461542,0.24,6
hinggpt,Write a motivational one-liner in Hinglish about starting small.,"But then , I guess I ' ll get to know that this is the only time I can hone my skills and make it happen . It ' s not the time to die , but to live in peace . I have been working on a lot of things I will ever do for you since then . You are so important to me , and you ' re very important to me . It makes me happy . 💜💜💜💜 💜 💚 💜 💚 💛 💚 💙 💜 💙 💜 💜 💜 💙 💜 💜 💜 💜 💜 💜 💜 💜 💜 💚 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜 💜",70,11,59,0.15714285714285714,0.8428571428571429,15.714285714285714,0.15714285714285714,0.2608695652173913,18
hinggpt,Write a caption for a photo of monsoon rain and hot chai. Use Hinglish.,"We ' re not even counting on you , but we ' ll keep it . :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-) :-)",12,0,12,0.0,1.0,0.0,0.0,0.0,0
hinggpt,"Explain to a friend why petrol prices keep rising, in simple Hinglish.",Is this the way to go ? Why is there no govt in India taking any action against those who are not getting any justice ? What will happen when there is a government at this time ? Please don ' t make law on it . Be kind and act as a mere spect ator . It ' s not like that . You can ' t be an actual person who is just a puppet . The whole world knows you have nothing to do with your own . You ' re just a puppet of the chosen one . Get out of your mind . I don ' t want to waste time on such people . And it ' s all yours . You,110,8,102,0.07272727272727272,0.9272727272727272,7.272727272727275,0.07272727272727275,0.12844036697247707,14
hinggpt,Explain what artificial intelligence is to your grandmother in Hinglish.,"What you have said has been proven . The only difference is that it can be found by the govt & amp ; the police in the state , and the army is at fault , so if the army is not involved then who are you to question ? If so then why do you think a police will use this as an excuse for such a crime ? This is not a justification . It ' s a mere accident . You ' re doing nothing . A shame d and un le as hed . It ' s been done by the people who are protesting against it . How do they feel about it . There are no consequences . Stop them . And",110,11,99,0.1,0.9,9.999999999999998,0.09999999999999998,0.2018348623853211,22
hinggpt,"Summarize why doctors advise getting enough sleep, in Hinglish for a young audience.",I ' m a mere mortal who thinks it ' s a good thing to do but I ' m not sure if it is a good thing or bad one . I ' m so proud of you ! You are the best ! Stay happy ! Have a great day ! & lt ; 3 thank you for your kindness !! & gt ; .& lt ; 333 you guys have been amazing !!! & lt ; 3 & lt ; 33 3 & lt ; 3 :) & lt ; 3 & lt ; 3 & lt ; 3 & lt ; 3 & lt ; 3 & lt ; 3 & lt ; 3 & lt ;/ 3 & lt ; 3 & lt,70,4,66,0.05714285714285714,0.9428571428571428,5.714285714285716,0.05714285714285716,0.08695652173913043,6
hinggpt,Explain how UPI payments work to someone new to smartphones. Use Hinglish.,"Its not going to work to be a big deal . Only if there ' s any problem , then they are able to do it for you . You have the right to go through all this and get back to you because you dont have anything better to do , but its not worth it . But you cant really put yourself in front of your eyes and think about others and start taking care of themselves . You can also understand how hard we are to live without them . You are no longer alone . And I ' m still here for you . You are my happiness , and I know you will be happy forever ! X O X O . I",114,10,104,0.08771929824561403,0.9122807017543859,8.771929824561408,0.08771929824561409,0.1415929203539823,16
